iadr,id_t,id_txi,id_txo_in,id_txo_out,input_val,oadr,output_val,,,,,,,,,,,,,,,,,,,,
1D4dH6L6iD1NPwCUwZqA62Xp1Sds5pXwhD,113000843,449166255,874430508,876893477,0.3396,1D4dH6L6iD1NPwCUwZqA62Xp1Sds5pXwhD,0.056968,,,,,,,,,,,,,,,,,,,,
1D4dH6L6iD1NPwCUwZqA62Xp1Sds5pXwhD,113000843,449166255,874430508,876893476,0.3396,17gYR45ZqDsE2BUDixR3n1xP89GUQAKm2d,0.282532,,,,,,,,,,,,,,,,,,,,
1FsPQh86mgAyNXTJALpZ83qUGq5ePEFB3W,113000842,449166254,876562404,876893475,93.565,1LSgiyXQP9URxdeb6tCLSKAwj942KUAVGx,93.4362,,,,,,,,,,,,,,,,,,,,
1FsPQh86mgAyNXTJALpZ83qUGq5ePEFB3W,113000842,449166254,876562404,876893474,93.565,15FbTZb8Vo43EiFVeq5vtXP6bcsDHNm1vb,0.1287,,,,,,,,,,,,,,,,,,,,
1Aza6A4qWPpi7dvgR7xFgQhtq32SdVh8Yn,113000841,449166253,876479601,876893473,0.2361,1Aza6A4qWPpi7dvgR7xFgQhtq32SdVh8Yn,0.0584512,,,,,,,,,,,,,,,,,,,,
1Aza6A4qWPpi7dvgR7xFgQhtq32SdVh8Yn,113000841,449166253,876479601,876893472,0.2361,1KRjCHqXMLEbUU1ujfTDcTBWFf4Vf35MwC,0.177548,,,,,,,,,,,,,,,,,,,,
1JMECQWu1rZb35TUHAf5UmZFLYznbbunSi,113000840,449166252,876892965,876893471,0.2549,1JMECQWu1rZb35TUHAf5UmZFLYznbbunSi,0.2148,,,,,,,,,,,,,,,,,,,,
1JMECQWu1rZb35TUHAf5UmZFLYznbbunSi,113000840,449166252,876892965,876893470,0.2549,1D7zQQ4kgoFW41j3x8vJCDTb6NahzTysJC,0.04,,,,,,,,,,,,,,,,,,,,
17i1TufDzj7ocDFLunWP9ZVKRGAdXg3vdm,113000839,449166251,876566149,876893469,0.359195,17i1TufDzj7ocDFLunWP9ZVKRGAdXg3vdm,0.338487,,,,,,,,,,,,,,,,,,,,
17i1TufDzj7ocDFLunWP9ZVKRGAdXg3vdm,113000839,449166251,876566149,876893468,0.359195,1Bemb3h9sWvYrJiQ2jjz31jRt8sbxyuNCB,0.0206078,,,,,,,,,,,,,,,,,,,,
1BXQb3xiMeEYVxjEykFQ6j4AxzjjTFZ8kk,113000838,449166250,876252991,876893467,2.146,1BXQb3xiMeEYVxjEykFQ6j4AxzjjTFZ8kk,1.43567,,,,,,,,,,,,,,,,,,,,
1BXQb3xiMeEYVxjEykFQ6j4AxzjjTFZ8kk,113000838,449166250,876252991,876893466,2.146,1KMk5qMXmW7yN1wdBFETUV5y4XYSx7HGmi,0.710226,,,,,,,,,,,,,,,,,,,,
1AunneCjHAYm9Dby26gmWb523XVUT5g3F8,113000837,449166249,876563336,876893465,0.035486,1AunneCjHAYm9Dby26gmWb523XVUT5g3F8,0.0235492,,,,,,,,,,,,,,,,,,,,
1AunneCjHAYm9Dby26gmWb523XVUT5g3F8,113000837,449166249,876563336,876893464,0.035486,1H65jLfqpa2LmimjmWqdTNiqiNxQm9J5qR,0.0118368,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000836,449166248,876435159,876893463,0.0201278,1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,0.019927,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000836,449166248,876435159,876893462,0.0201278,173QCz5Fs5Ayk7npXqmvXiTwkkMS1dnZAi,0.0001008,,,,,,,,,,,,,,,,,,,,
17EYjgTfYtksi4NdHzmk4pQySRnngvzwfq,113000835,449166247,876563528,876893461,390.803,1CMrEGsAwhHD7XsX2yGqiTqxdycGc6hHvN,390.732,,,,,,,,,,,,,,,,,,,,
17EYjgTfYtksi4NdHzmk4pQySRnngvzwfq,113000835,449166247,876563528,876893460,390.803,1HvzYntX9bgDfKZnPCtVmBazEUBPTtaNq,0.0708182,,,,,,,,,,,,,,,,,,,,
1GtpyKPxXKBArUYx9cetkbgquQxRo8q5X,113000834,449166246,876562972,876893459,168.563,1MAdCUe96784PrTaLkLsqRX1hYUpJis2HB,0.3798,,,,,,,,,,,,,,,,,,,,
1GtpyKPxXKBArUYx9cetkbgquQxRo8q5X,113000834,449166246,876562972,876893458,168.563,1HSSAa2c9AMxsqhe4Up54kDrLgwtywSe2C,168.183,,,,,,,,,,,,,,,,,,,,
19U88V94aaeLxoKo1MDhAwSa9j3jMzxYHL,113000833,449166245,873202942,876893457,0.0148709,19U88V94aaeLxoKo1MDhAwSa9j3jMzxYHL,0.00056671,,,,,,,,,,,,,,,,,,,,
19U88V94aaeLxoKo1MDhAwSa9j3jMzxYHL,113000833,449166245,873202942,876893456,0.0148709,1Mwi9fqQZYt9vNzHXjB33t2oYtjmgeY9o3,0.0142042,,,,,,,,,,,,,,,,,,,,
1Kcb4v4ERqZf1uM8YSqRSBtGHuBuNBEm3P,113000832,449166244,876565936,876893455,174.468,1313GUEztWDUonFpXwE5vRqZGrqdvEcy5E,1.7,,,,,,,,,,,,,,,,,,,,
1Kcb4v4ERqZf1uM8YSqRSBtGHuBuNBEm3P,113000832,449166244,876565936,876893454,174.468,1Nkczd7XwM2WsbGKFZXu3Tq5tuoEBNh4Mj,172.768,,,,,,,,,,,,,,,,,,,,
1JeKNZWaW4Xtw39yj7kyBpJFAdm3NVcRWo,113000831,449166243,876092675,876893453,0.742637,1MzJDmNXmBeSemThTcYBz3DUD8df6MeUr7,0.624166,,,,,,,,,,,,,,,,,,,,
1JeKNZWaW4Xtw39yj7kyBpJFAdm3NVcRWo,113000831,449166243,876092675,876893452,0.742637,1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,0.118371,,,,,,,,,,,,,,,,,,,,
181rKmWDM3yrjzW9K6HpHh2eaUcTY1KKNS,113000830,449166242,876565790,876893451,165.106,1MJQkrGgdHHD6k9WCwAE6Y6sYk5cjcemee,164.774,,,,,,,,,,,,,,,,,,,,
181rKmWDM3yrjzW9K6HpHh2eaUcTY1KKNS,113000830,449166242,876565790,876893450,165.106,1C55rn7nmjVqMedtJ2GjwFZoW98AhHKAUo,0.331982,,,,,,,,,,,,,,,,,,,,
1KWXbkAGQ23b7bBfUEvhb1QR4w3bx1rNEg,113000829,449166241,856234480,876893449,0.548455,1KWXbkAGQ23b7bBfUEvhb1QR4w3bx1rNEg,0.496271,,,,,,,,,,,,,,,,,,,,
1KWXbkAGQ23b7bBfUEvhb1QR4w3bx1rNEg,113000829,449166241,856234480,876893448,0.548455,1EgyxHHTnt4hj36LT4afXcSm58YVf9mJRT,0.0520833,,,,,,,,,,,,,,,,,,,,
1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,113000828,449166240,876893445,876893447,0.245185,1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,0.242715,,,,,,,,,,,,,,,,,,,,
1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,113000828,449166240,876893445,876893446,0.245185,14yfHbwqSx2ZyZAREHdYe96b5cu8haiDSC,0.00237,,,,,,,,,,,,,,,,,,,,
1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,113000827,449166239,876893355,876893445,0.25713,1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,0.245185,,,,,,,,,,,,,,,,,,,,
1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,113000827,449166239,876893355,876893444,0.25713,19vXCjFfnJn6SEiJuWv6449ohKkT1d3kVw,0.011845,,,,,,,,,,,,,,,,,,,,
1G6ahsHgH87UspmuZvTp7FG6ft96vUU31a,113000826,449166238,875890184,876893443,0.177748,1G6ahsHgH87UspmuZvTp7FG6ft96vUU31a,0.0356091,,,,,,,,,,,,,,,,,,,,
1G6ahsHgH87UspmuZvTp7FG6ft96vUU31a,113000826,449166238,875890184,876893442,0.177748,1EgoBrum9ZqWpuCRmPffNs2ncjCzkwduSu,0.142039,,,,,,,,,,,,,,,,,,,,
179RGEZcb34Sm236nmcVP6Pu2jVKmRKQ8t,113000825,449166237,876563122,876893441,0.036431,1ELmmrQTYppN6bT6CK6cyfEAs16XFUcNrE,0.023331,,,,,,,,,,,,,,,,,,,,
179RGEZcb34Sm236nmcVP6Pu2jVKmRKQ8t,113000825,449166237,876563122,876893440,0.036431,19ViXDjHvmYtzP1dL76QgQewVvVq3oZRQ9,0.013,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000824,449166236,876297451,876893439,0.5122,1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,0.4387,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000824,449166236,876297451,876893438,0.5122,1PDGVQ141hXHtSyoNGSzRvrJ3zuaEhDbTG,0.0734,,,,,,,,,,,,,,,,,,,,
1N3fnA2zW6pFhodGknsVQh8Hc99uWoeLmx,113000823,449166235,876584406,876893437,0.0415608,1DExahjhwuEMcYjSjQj3yqDLqgAmUCbVLF,0.0306971,,,,,,,,,,,,,,,,,,,,
1N3fnA2zW6pFhodGknsVQh8Hc99uWoeLmx,113000823,449166235,876584406,876893436,0.0415608,1L7s4CqeUKJLmTeYaESRqxhFQ5UswBLsai,0.0107637,,,,,,,,,,,,,,,,,,,,
12JxFpMYXhkUkNUh4oKRTG3CV2t8e89JvE,113000822,449166234,876565914,876893435,0.10574,13xMZRExqyUJ5wZ2HsmX9jH4Fvj6PJ2GiN,0.02302,,,,,,,,,,,,,,,,,,,,
12JxFpMYXhkUkNUh4oKRTG3CV2t8e89JvE,113000822,449166234,876565914,876893434,0.10574,13QsgkHURAXtYVrd1QrtVr3HvaHgw7fxwK,0.08262,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000821,449166233,876297300,876893433,1.1763,1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,0.9393,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000821,449166233,876297300,876893432,1.1763,13kS3p4DfcpdSyaMUGYGFcwX7KjxS84SxF,0.2369,,,,,,,,,,,,,,,,,,,,
1HjwbryLQzgDJPWzDby37PNvQif4Fmy1VE,113000820,449166232,876044349,876893431,0.015,1LpJvQ9Mtq7UyNrhjs3v2mN3Fo4nUojQXL,0.01,,,,,,,,,,,,,,,,,,,,
1HjwbryLQzgDJPWzDby37PNvQif4Fmy1VE,113000820,449166232,876044349,876893430,0.015,16DAv6Tse1a1FLUVx56aHDuWcD1JYPS75T,0.0049,,,,,,,,,,,,,,,,,,,,
17hfxq9RX9cBs7gASTfyTRmCgKvanjogpN,113000819,449166231,869314693,876893429,0.119,17hfxq9RX9cBs7gASTfyTRmCgKvanjogpN,0.0789,,,,,,,,,,,,,,,,,,,,
17hfxq9RX9cBs7gASTfyTRmCgKvanjogpN,113000819,449166231,869314693,876893428,0.119,1PGXKwjCpVv8Pf229MPaMLFFsZkfZVcULp,0.04,,,,,,,,,,,,,,,,,,,,
1ARCvia25s9uxve9uDzEbmnGh6P93pYhov,113000818,449166230,873967418,876893427,0.115725,1ARCvia25s9uxve9uDzEbmnGh6P93pYhov,0.0156248,,,,,,,,,,,,,,,,,,,,
1ARCvia25s9uxve9uDzEbmnGh6P93pYhov,113000818,449166230,873967418,876893426,0.115725,1NvT7E9rTedS3Mc3ZLKqfpGziqvEhd7kiy,0.1,,,,,,,,,,,,,,,,,,,,
1JwdjAhXmpZSQVu36d3wmYDDAToehxFw3s,113000817,449166229,876588102,876893425,0.240948,1JwdjAhXmpZSQVu36d3wmYDDAToehxFw3s,0.0594375,,,,,,,,,,,,,,,,,,,,
1JwdjAhXmpZSQVu36d3wmYDDAToehxFw3s,113000817,449166229,876588102,876893424,0.240948,15Gmvc9TbnEagDHAtqAexXUj6MDmKgB8je,0.18141,,,,,,,,,,,,,,,,,,,,
1QCBZGXMEaHgGXnnZgWPWNSJFgJDbnqUbx,113000816,449166228,876565932,876893423,14.5957,1HZ1sSLm59ogzzhaqaibxEQP9YZkG9Tx2F,5.822,,,,,,,,,,,,,,,,,,,,
1QCBZGXMEaHgGXnnZgWPWNSJFgJDbnqUbx,113000816,449166228,876565932,876893422,14.5957,1Kk5ytxefwFpTBY8WNVmSZjxZeEuWsEoTb,8.77363,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000815,449166227,876559216,876893421,0.0745277,1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,0.0741421,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000815,449166227,876559216,876893420,0.0745277,13URiVAzR9F3cUcjF2gbAxUkZB2A5uQU3b,0.0002856,,,,,,,,,,,,,,,,,,,,
16tjofSkogLDRV4crsWZEtwwo2dZSUAwf2,113000814,449166226,876561685,876893419,0.0765154,16tjofSkogLDRV4crsWZEtwwo2dZSUAwf2,0.0717116,,,,,,,,,,,,,,,,,,,,
16tjofSkogLDRV4crsWZEtwwo2dZSUAwf2,113000814,449166226,876561685,876893418,0.0765154,1KzZyuhxHeVw3PzijVVJdyqsfAWJSxgpqq,0.00470377,,,,,,,,,,,,,,,,,,,,
1HvS9Mm2ASGgCsP4nL1FFkwc1vF6ixgh9g,113000813,449166225,876583894,876893417,0.0804549,1HvS9Mm2ASGgCsP4nL1FFkwc1vF6ixgh9g,0.0802114,,,,,,,,,,,,,,,,,,,,
1HvS9Mm2ASGgCsP4nL1FFkwc1vF6ixgh9g,113000813,449166225,876583894,876893416,0.0804549,1JuXa7bTs9i8ufVB4JouwNaqz2JQaKyfSL,0.00014352,,,,,,,,,,,,,,,,,,,,
16e8vyZsR5Scxn6MoJV1HQeojv5swtfj6L,113000812,449166224,865044843,876893415,0.0314292,1XTsT5bVvofeHrEKTCjNFkeCc7tQsTAZf,0.023405,,,,,,,,,,,,,,,,,,,,
16e8vyZsR5Scxn6MoJV1HQeojv5swtfj6L,113000812,449166224,865044843,876893414,0.0314292,19qKXomURvXCvGxea1MgCh4TknapLQ6fbW,0.00792426,,,,,,,,,,,,,,,,,,,,
1KsZMiT25fsVdgKiDMvYdYSYPdNGo5xqUP,113000811,449166223,876583294,876893413,0.04229,1F2Snv9q8XEZx6NutKznxRbVqJc6ptnd8s,0.0146,,,,,,,,,,,,,,,,,,,,
1KsZMiT25fsVdgKiDMvYdYSYPdNGo5xqUP,113000811,449166223,876583294,876893412,0.04229,13tE2abMuUTu9rniAJaaE6TmKZ8c9XUQa7,0.02759,,,,,,,,,,,,,,,,,,,,
1FqkL3MQ2UZs8JkD4ur57uyND2wAYzmsXz,113000810,449166222,874602983,876893411,0.339779,1FqkL3MQ2UZs8JkD4ur57uyND2wAYzmsXz,0.0258612,,,,,,,,,,,,,,,,,,,,
1FqkL3MQ2UZs8JkD4ur57uyND2wAYzmsXz,113000810,449166222,874602983,876893410,0.339779,1C8zyqdHvMpsrU5FYk4obdCvMNPQEdFtrz,0.313818,,,,,,,,,,,,,,,,,,,,
16QZg64pN8Ak1x3Qfzqaa433QZV1DYuMzx,113000809,449166221,876565885,876893409,0.0981096,16QZg64pN8Ak1x3Qfzqaa433QZV1DYuMzx,0.0269869,,,,,,,,,,,,,,,,,,,,
16QZg64pN8Ak1x3Qfzqaa433QZV1DYuMzx,113000809,449166221,876565885,876893408,0.0981096,1GwDsPHVWCLDqCRHA9JTV3BBuGDwMGPmtA,0.0710227,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000808,449166220,876298789,876893407,1.1738,1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,1.1382,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000808,449166220,876298789,876893406,1.1738,12jwhkkR7hACTskYUALxwvUsHKNSpfcXKn,0.0355,,,,,,,,,,,,,,,,,,,,
1LpCyZ4KT1agFmxCsGqcYb9Z7sQCyseSpm,113000807,449166219,876437776,876893405,1.10137,1LpCyZ4KT1agFmxCsGqcYb9Z7sQCyseSpm,1.07767,,,,,,,,,,,,,,,,,,,,
1LpCyZ4KT1agFmxCsGqcYb9Z7sQCyseSpm,113000807,449166219,876437776,876893404,1.10137,1CAk16BHnAguzFDX3Ds36p15iisTdj2LgG,0.0235938,,,,,,,,,,,,,,,,,,,,
1FwfLr8QFvV8jo9T7YoZiqrSV53AafD2XB,113000806,449166218,876565798,876893403,0.1297,1bzLgu18mLj644KL8yVFX8hUQBYMKEgNG,0.0470356,,,,,,,,,,,,,,,,,,,,
1FwfLr8QFvV8jo9T7YoZiqrSV53AafD2XB,113000806,449166218,876565798,876893402,0.1297,16ZLrJtFUfTfXzfHGvp2na7KA2RWLTLMai,0.0825644,,,,,,,,,,,,,,,,,,,,
1D8571xidbBWLKECJpB3y4nu5WvzD63FRc,113000805,449166217,874691191,876893401,0.194421,1D8571xidbBWLKECJpB3y4nu5WvzD63FRc,0.155221,,,,,,,,,,,,,,,,,,,,
1D8571xidbBWLKECJpB3y4nu5WvzD63FRc,113000805,449166217,874691191,876893400,0.194421,1FNskdFe12SvFjoRQrQD7p6ywB8uNmkden,0.0391,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000804,449166216,876297928,876893399,1.1787,1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,1.1431,,,,,,,,,,,,,,,,,,,,
1Ke9L6pzjcV2WW4SWgYKQy28AHAM5hjrBK,113000804,449166216,876297928,876893398,1.1787,13KbYvyDihRVJx4fq4NxmsxZknKNbLfqJN,0.0355,,,,,,,,,,,,,,,,,,,,
1EpWvLxKRwrcdKWMGz5RTn5AfH3nPALuTo,113000803,449166215,876562356,876893397,314.187,1C1wG63LQnbDQa4kFr1F3u2SxyVxHpHRYD,313.786,,,,,,,,,,,,,,,,,,,,
1EpWvLxKRwrcdKWMGz5RTn5AfH3nPALuTo,113000803,449166215,876562356,876893396,314.187,1HZFHHiGPj89Bj3Tx8GnLzKYqgGM3VFeBK,0.4007,,,,,,,,,,,,,,,,,,,,
1doxiWKbr3WucjCVxfPdgjU99cMf17g1s,113000802,449166214,876565813,876893395,16.4767,1FtFvWCdQCr3egm6fsNFstbo3hJknaRV9J,13.4633,,,,,,,,,,,,,,,,,,,,
1doxiWKbr3WucjCVxfPdgjU99cMf17g1s,113000802,449166214,876565813,876893394,16.4767,1CyUAZHPVksBak56nmEVzyxR3hLfnj3dQq,3.0133,,,,,,,,,,,,,,,,,,,,
1Lde7UmnxrbKXWnxwLkzvrpvnmeLdp2AP3,113000801,449166213,876583222,876893393,0.0887076,1Lde7UmnxrbKXWnxwLkzvrpvnmeLdp2AP3,0.0885971,,,,,,,,,,,,,,,,,,,,
1Lde7UmnxrbKXWnxwLkzvrpvnmeLdp2AP3,113000801,449166213,876583222,876893392,0.0887076,1E4f9S5U1FDivc77MTdqJd5wBhkcPgp99w,1.05E-05,,,,,,,,,,,,,,,,,,,,
162f4VpoGmgfKJrUYRWPj8C12J2WZjUFxQ,113000800,449166212,875560880,876893391,0.282001,162f4VpoGmgfKJrUYRWPj8C12J2WZjUFxQ,0.116189,,,,,,,,,,,,,,,,,,,,
162f4VpoGmgfKJrUYRWPj8C12J2WZjUFxQ,113000800,449166212,875560880,876893390,0.282001,1P1ooJDPDX5kUVRYgYfcWtFFhXRcR5gpBp,0.165712,,,,,,,,,,,,,,,,,,,,
129vHnwBFgxboQWQZzpcJKPAPcwLWsbiRu,113000799,449166211,876561820,876893389,271.274,1HpRPw4iLamZvFC45w4Xehh7gWX96RvtD9,1.8919,,,,,,,,,,,,,,,,,,,,
129vHnwBFgxboQWQZzpcJKPAPcwLWsbiRu,113000799,449166211,876561820,876893388,271.274,15PYmzWAVLkgEfHS8yRPEubmgP7177XnCc,269.382,,,,,,,,,,,,,,,,,,,,
1vbvqxDr9QeX3p9LskU2NCyUK2Bczye26,113000798,449166210,876351532,876893387,0.0653353,1vbvqxDr9QeX3p9LskU2NCyUK2Bczye26,0.0605006,,,,,,,,,,,,,,,,,,,,
1vbvqxDr9QeX3p9LskU2NCyUK2Bczye26,113000798,449166210,876351532,876893386,0.0653353,152CfArzCe3F45h3tyV3jEteE63pm9iUuv,0.00473473,,,,,,,,,,,,,,,,,,,,
162ZNHN34pHBhXbrdkJr3cWkxW46S5EJvr,113000797,449166209,876866468,876893385,0.722211,193aPMX5gogpzCtSttywhox7cRpoJ11Vs7,0.417,,,,,,,,,,,,,,,,,,,,
162ZNHN34pHBhXbrdkJr3cWkxW46S5EJvr,113000797,449166209,876866468,876893384,0.722211,151KZ2nQ4w23zaYXrvCNYxyVWvmE6NKqJK,0.305111,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000796,449166208,876354510,876893383,0.317167,1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,0.316966,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000796,449166208,876354510,876893382,0.317167,1L9R71LSUm8Q734KZDjQqtkRA765yxLb4d,0.00010032,,,,,,,,,,,,,,,,,,,,
1AMqeyShyXikBWqTGqK3oq924n3zpHimwW,113000795,449166207,874096721,876893381,1.19521,1AMqeyShyXikBWqTGqK3oq924n3zpHimwW,0.346574,,,,,,,,,,,,,,,,,,,,
1AMqeyShyXikBWqTGqK3oq924n3zpHimwW,113000795,449166207,874096721,876893380,1.19521,18RoDkWmfjBnFZXCGvewjdRcEqmp7un8eb,0.848536,,,,,,,,,,,,,,,,,,,,
1DmF4wzRxY8XopPXjgnQvoH5zSbskPMwQ8,113000794,449166206,870231136,876893379,0.0481964,1DmF4wzRxY8XopPXjgnQvoH5zSbskPMwQ8,0.0429592,,,,,,,,,,,,,,,,,,,,
1DmF4wzRxY8XopPXjgnQvoH5zSbskPMwQ8,113000794,449166206,870231136,876893378,0.0481964,1PhCXtXsRUN12YXqWdhim2HYYef6P4jm6y,0.00513718,,,,,,,,,,,,,,,,,,,,
1Cyy99nM8keVJb5ePA6fEKzFvvEiMpMhsT,113000793,449166205,876893375,876893377,0.0181198,1EoE9hUUajSYFcJcx9Z9jScUqYSP4hvvUR,0.0180198,,,,,,,,,,,,,,,,,,,,
15jF5Sd46w1ivjgthUTkV7cotTBPBd56gs,113000792,449166204,875940016,876893376,0.0442198,1EoE9hUUajSYFcJcx9Z9jScUqYSP4hvvUR,0.026,,,,,,,,,,,,,,,,,,,,
15jF5Sd46w1ivjgthUTkV7cotTBPBd56gs,113000792,449166204,875940016,876893375,0.0442198,1Cyy99nM8keVJb5ePA6fEKzFvvEiMpMhsT,0.0181198,,,,,,,,,,,,,,,,,,,,
18tJz1PGhrYKWshkG2G97bysS7wuXwSkKf,113000791,449166203,876588106,876893374,36.7362,1AUKub6NEDD2dGNiMvbHtzFE7zEv3HbZZG,36.2396,,,,,,,,,,,,,,,,,,,,
18tJz1PGhrYKWshkG2G97bysS7wuXwSkKf,113000791,449166203,876588106,876893373,36.7362,16vAwV8brPe38wqNjbP1xgsxy562UPPVPf,0.496536,,,,,,,,,,,,,,,,,,,,
1BQfDTZGiud46zgjzgtNkrTk1NLLroG623,113000790,449166202,876562970,876893372,223.063,1Pm5QZ9m1dBLqvGxEt4CExpHGzSpNLuVR5,0.0234406,,,,,,,,,,,,,,,,,,,,
1BQfDTZGiud46zgjzgtNkrTk1NLLroG623,113000790,449166202,876562970,876893371,223.063,1JQUuduGeJbV7rjaZ4EmFy2scSbiTGhcsE,223.039,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000789,449166201,876434440,876893370,0.236323,1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,0.236195,,,,,,,,,,,,,,,,,,,,
1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,113000789,449166201,876434440,876893369,0.236323,1JBwvSLRXp6Ljr6UDEcvj5K3WDt3qJYxzP,2.80E-05,,,,,,,,,,,,,,,,,,,,
1Ff3x4CLKqMn5VsWQsS2uFAqTHm3zGWvYr,113000788,449166200,876460623,876893368,0.0948027,1JKFq9dNasXqMdMsG2BbGjKJYzpQcKPVja,0.0049,,,,,,,,,,,,,,,,,,,,
1Ff3x4CLKqMn5VsWQsS2uFAqTHm3zGWvYr,113000788,449166200,876460623,876893367,0.0948027,1F9TSqRB4FQvRF5bCFB8LYgdosFZrY2P1G,0.0898027,,,,,,,,,,,,,,,,,,,,
1Lq2BT65mPHKqxvT1SvsUcBBsWcfNVfzZi,113000787,449166199,876893364,876893366,23.6495,1Lq2BT65mPHKqxvT1SvsUcBBsWcfNVfzZi,20.6494,,,,,,,,,,,,,,,,,,,,
1Lq2BT65mPHKqxvT1SvsUcBBsWcfNVfzZi,113000787,449166199,876893364,876893365,23.6495,1xVcpRW1E7NfAHAzXTXV52SgFD7zjHyyW,3,,,,,,,,,,,,,,,,,,,,
1Lq2BT65mPHKqxvT1SvsUcBBsWcfNVfzZi,113000786,449166198,876562787,876893364,26.6496,1Lq2BT65mPHKqxvT1SvsUcBBsWcfNVfzZi,23.6495,,,,,,,,,,,,,,,,,,,,
1Lq2BT65mPHKqxvT1SvsUcBBsWcfNVfzZi,113000786,449166198,876562787,876893363,26.6496,1xVcpRW1E7NfAHAzXTXV52SgFD7zjHyyW,3,,,,,,,,,,,,,,,,,,,,
165ZJ5UawoWkZFVcBpQsFUa3jMGUZKRyRH,113000785,449166197,876448276,876893362,0.49,12pEosywVYeWvPgH9Rsf1uYfJdDpyjFz8d,0.371349,,,,,,,,,,,,,,,,,,,,
165ZJ5UawoWkZFVcBpQsFUa3jMGUZKRyRH,113000785,449166197,876448276,876893361,0.49,1JNnn5xpUV9HyENqZctsVQ3oRbDskfyyQ5,0.118551,,,,,,,,,,,,,,,,,,,,
112guu3fDfo8s6cC2LoApJdLbMNvx63dsb,113000784,449166196,876893358,876893360,8.702,17trjQ7NFphLPq7Aj8CQQF5v6PxATdywXR,8.7019,,,,,,,,,,,,,,,,,,,,
185xthysQPT4UL5V3XwY9HWdq3ExeaA9zv,113000783,449166195,876561760,876893359,92.2699,185xthysQPT4UL5V3XwY9HWdq3ExeaA9zv,83.5678,,,,,,,,,,,,,,,,,,,,
185xthysQPT4UL5V3XwY9HWdq3ExeaA9zv,113000783,449166195,876561760,876893358,92.2699,112guu3fDfo8s6cC2LoApJdLbMNvx63dsb,8.702,,,,,,,,,,,,,,,,,,,,
16jme9EuA4eefPqAHXhSBqSYk2ErfYowU7,113000782,449166194,876566340,876893357,463.959,1FJdZyemK8CTxNYdNm4593U8NbEZNGNtfS,463.25,,,,,,,,,,,,,,,,,,,,
16jme9EuA4eefPqAHXhSBqSYk2ErfYowU7,113000782,449166194,876566340,876893356,463.959,1NZrAKmLTaboRgcQrbEYMtkb2eFp6fzgnn,0.709304,,,,,,,,,,,,,,,,,,,,
1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,113000781,449166193,876893353,876893355,0.259599,1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,0.25713,,,,,,,,,,,,,,,,,,,,
1J2r792i3RZrR9dr87MSS7GEfTri1Mofo2,113000781,449166193,876893353,876893354,0.259599,1DnrpFqzsWXrDjpMPDZE2ZhbkmhT95osok,0.002369,,,,,,,,,,,,,,,,,,,,
