iadr,id_t,id_txi,id_txo_in,id_txo_out,input_val,oadr,output_val,,,,,,,,,,,,,,,,,,,,
1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,113001585,449168397,876895098,876895275,1.48,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,113001585,449168397,876895098,876895274,1.48,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
1Lpkzq2F7eT7REkvzBmU8HanV6t99vKArd,113001585,449168397,876895098,876895273,1.48,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895288,0.6065,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895287,0.6065,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895286,0.6065,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895285,0.6065,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895284,0.6065,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895283,0.6065,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895282,0.6065,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895281,0.6065,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895280,0.6065,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895279,0.6065,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895278,0.6065,1KfMhXAHgaRpSq26Dfbyf1FfXSXpfpMoCL,5.7,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895277,0.6065,16z4sAZvfunMtEz3mcn29FAN7n6wdqzrAQ,36.9654,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895276,0.6065,1153kFncswjgNZwqTW5bvxpRB7b2R5gona,0.0340393,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895275,0.6065,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895274,0.6065,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
1DQsjpgmfHZnvit5F4hE8opP7Ytv99FYhM,113001585,449168396,876293822,876895273,0.6065,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895288,0.00726657,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895287,0.00726657,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895286,0.00726657,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895285,0.00726657,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895284,0.00726657,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895283,0.00726657,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895282,0.00726657,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895281,0.00726657,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895280,0.00726657,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895279,0.00726657,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895278,0.00726657,1KfMhXAHgaRpSq26Dfbyf1FfXSXpfpMoCL,5.7,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895277,0.00726657,16z4sAZvfunMtEz3mcn29FAN7n6wdqzrAQ,36.9654,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895276,0.00726657,1153kFncswjgNZwqTW5bvxpRB7b2R5gona,0.0340393,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895275,0.00726657,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895274,0.00726657,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
1H7JJDCbRpgE5xefN3KHmp1eKftTikPFkd,113001585,449168395,876895089,876895273,0.00726657,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895288,1.47272,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895287,1.47272,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895286,1.47272,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895285,1.47272,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895284,1.47272,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895283,1.47272,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895282,1.47272,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895281,1.47272,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895280,1.47272,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895279,1.47272,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895278,1.47272,1KfMhXAHgaRpSq26Dfbyf1FfXSXpfpMoCL,5.7,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895277,1.47272,16z4sAZvfunMtEz3mcn29FAN7n6wdqzrAQ,36.9654,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895276,1.47272,1153kFncswjgNZwqTW5bvxpRB7b2R5gona,0.0340393,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895275,1.47272,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895274,1.47272,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
1BSehRJz7GAcpKbu3NMeZSTWP8bCUjM81D,113001585,449168394,876895108,876895273,1.47272,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895288,1.1084,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895287,1.1084,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895286,1.1084,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895285,1.1084,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895284,1.1084,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895283,1.1084,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895282,1.1084,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895281,1.1084,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895280,1.1084,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895279,1.1084,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895278,1.1084,1KfMhXAHgaRpSq26Dfbyf1FfXSXpfpMoCL,5.7,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895277,1.1084,16z4sAZvfunMtEz3mcn29FAN7n6wdqzrAQ,36.9654,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895276,1.1084,1153kFncswjgNZwqTW5bvxpRB7b2R5gona,0.0340393,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895275,1.1084,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895274,1.1084,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
1H8iS3tWFhEfHBVX4V9P48JyeGhrqfZVYr,113001585,449168393,876895044,876895273,1.1084,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895288,1.16516,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895287,1.16516,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895286,1.16516,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895285,1.16516,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895284,1.16516,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895283,1.16516,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895282,1.16516,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895281,1.16516,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895280,1.16516,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895279,1.16516,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895278,1.16516,1KfMhXAHgaRpSq26Dfbyf1FfXSXpfpMoCL,5.7,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895277,1.16516,16z4sAZvfunMtEz3mcn29FAN7n6wdqzrAQ,36.9654,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895276,1.16516,1153kFncswjgNZwqTW5bvxpRB7b2R5gona,0.0340393,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895275,1.16516,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895274,1.16516,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
19mgD8CSeapBaeedUXBTVVfMcG8ykCU2qv,113001585,449168392,876895033,876895273,1.16516,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895288,0.491262,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895287,0.491262,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895286,0.491262,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895285,0.491262,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895284,0.491262,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895283,0.491262,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895282,0.491262,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895281,0.491262,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895280,0.491262,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895279,0.491262,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895278,0.491262,1KfMhXAHgaRpSq26Dfbyf1FfXSXpfpMoCL,5.7,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895277,0.491262,16z4sAZvfunMtEz3mcn29FAN7n6wdqzrAQ,36.9654,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895276,0.491262,1153kFncswjgNZwqTW5bvxpRB7b2R5gona,0.0340393,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895275,0.491262,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895274,0.491262,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
1PzqAVmdpNSwr3V8osgVw1P7RrXkoHGT76,113001585,449168391,876895041,876895273,0.491262,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895288,0.831,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895287,0.831,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895286,0.831,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895285,0.831,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895284,0.831,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895283,0.831,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895282,0.831,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895281,0.831,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895280,0.831,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895279,0.831,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895278,0.831,1KfMhXAHgaRpSq26Dfbyf1FfXSXpfpMoCL,5.7,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895277,0.831,16z4sAZvfunMtEz3mcn29FAN7n6wdqzrAQ,36.9654,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895276,0.831,1153kFncswjgNZwqTW5bvxpRB7b2R5gona,0.0340393,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895275,0.831,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14.1178,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895274,0.831,1K1CNdc7KnUjYqFGgvtXLyNVYNCx4YUrYs,8.0114,,,,,,,,,,,,,,,,,,,,
18Ry3g81wEFAkRV5huqjUqko1UZAGdHUV4,113001585,449168390,876895107,876895273,0.831,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,7.26069,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895288,4.137,1JRCD8jEAnGH94wH5ryM1BQKeh5qtM677h,6.9887,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895287,4.137,12XZvypinfHSeanYwFDpmy4AuFdKNjjccq,0.457123,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895286,4.137,1EsDPkaiuF29undJEYqUMxCCZLxngEXgQc,9.89564,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895285,4.137,1HyxQUC7j7CeUZqGwPRDWjmyBhKG7NZPzz,9.3001,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895284,4.137,13TfJqxmTAKRGvoVnZQb1heo9tau8fjQxK,9.43852,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895283,4.137,14vvGtXGcB2VvitxBuv6JEbKyZTBCXnhqr,4.1001,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895282,4.137,1E5ZdMKpCprDdAJq4KhcD87KhwfxcPPsSG,0.8823,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895281,4.137,1GcxHnumHJEjqXevyUasas1RLKgQC4YsoR,7.73941,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895280,4.137,1C3dZ31vPHbV3G3HRecVe9KLZYUqBTAVpn,0.00648033,,,,,,,,,,,,,,,,,,,,
1BQqbQeT7gWSYcKJ8MkTCBoohEbK2z18WS,113001585,449168389,876895263,876895279,4.137,13czSzu48Qn9Y1yohjsLeap28rnnKg1WgD,10.9,,,,,,,,,,,,,,,,,,,,
