user,unique_sent_user,unique_sent,max_sent,min_sent,unique_sent_adr,unique_sent_tx,total_sent,unique_rec,unique_rec_tx,unique_rec_user,unique_rec_adr,max_rec,min_rec,total_rec,num_tx,is_miner,category
2728,3.0,3.0,0.325878,0.00094993,3.0,1.0,0.32682793,2.0,1.0,1.0,2.0,0.325878,0.325878,0.325878,2.0,0,unknown
2729,3.0,3.0,0.9443,0.00097421,3.0,1.0,0.94527421,2.0,1.0,1.0,2.0,0.9443,0.9443,0.9443,2.0,0,unknown
2730,2.0,2.0,0.0049,0.00077474,2.0,1.0,0.005674739999999999,4.0,2.0,2.0,4.0,0.0049,0.00057474,0.00547474,3.0,0,unknown
2731,3.0,3.0,0.00561332,0.00077474,3.0,1.0,0.006388059999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2732,2.0,2.0,0.155062,0.00117473,2.0,1.0,0.15623673,2.0,1.0,1.0,2.0,0.155062,0.155062,0.155062,2.0,0,unknown
2733,3.0,3.0,0.167797,0.00117473,3.0,1.0,0.16897173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2734,3.0,3.0,0.0186884,0.00037471,3.0,1.0,0.01906311,2.0,1.0,1.0,2.0,0.00017471,0.00017471,0.00017471,2.0,0,unknown
2735,3.0,3.0,0.0781746,0.00037474,3.0,1.0,0.07854934,2.0,1.0,1.0,2.0,0.0781746,0.0781746,0.0781746,2.0,0,unknown
2736,3.0,3.0,0.188796,0.00057474,3.0,1.0,0.18937073999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2737,3.0,3.0,0.870422,0.00057474,3.0,1.0,0.87099674,2.0,1.0,1.0,2.0,0.870422,0.870422,0.870422,2.0,0,unknown
2738,3.0,3.0,1.09897,0.00037424,3.0,1.0,1.09934424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2739,2.0,2.0,0.07125,0.00077474,2.0,1.0,0.07202474,4.0,2.0,2.0,4.0,0.07125,0.00057474,0.07182474,3.0,0,unknown
2740,3.0,3.0,0.118063,0.00057464,3.0,1.0,0.11863763999999999,5.0,1.0,1.0,5.0,0.118063,0.118063,0.118063,2.0,0,unknown
2741,3.0,3.0,0.0920865,0.00097463,3.0,1.0,0.09306112999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2742,2.0,2.0,0.117951,0.00057474,2.0,1.0,0.11852573999999999,2.0,1.0,1.0,2.0,0.117951,0.117951,0.117951,2.0,0,unknown
2743,3.0,3.0,0.2,0.00057432,3.0,1.0,0.20057431999999997,4.0,2.0,2.0,4.0,0.2,0.00037432,0.20037432,3.0,0,unknown
2744,2.0,2.0,0.392486,0.00077471,2.0,1.0,0.39326071,2.0,1.0,1.0,2.0,0.392486,0.392486,0.392486,2.0,0,unknown
2745,3.0,3.0,0.693065,0.00157432,3.0,1.0,0.6946393200000001,4.0,2.0,2.0,4.0,0.693065,0.00137432,0.6944393200000001,3.0,0,unknown
2746,3.0,3.0,0.635032,0.00117474,3.0,1.0,0.6362067400000001,2.0,1.0,1.0,2.0,0.635032,0.635032,0.635032,2.0,0,unknown
2747,3.0,3.0,0.0011376,0.00037474,3.0,1.0,0.0015123399999999998,1.0,1.0,1.0,1.0,0.0011376,0.0011376,0.0011376,2.0,0,unknown
2748,3.0,3.0,1.2139,0.00077473,3.0,1.0,1.21467473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2749,2.0,2.0,0.011825,0.00137473,2.0,1.0,0.01319973,4.0,2.0,2.0,4.0,0.011825,0.00117473,0.012999730000000001,3.0,0,unknown
2750,3.0,3.0,0.0120398,0.00057473,3.0,1.0,0.012614530000000002,2.0,1.0,1.0,2.0,0.0120398,0.0120398,0.0120398,2.0,0,unknown
2751,2.0,2.0,0.0049,0.00097474,2.0,1.0,0.00587474,4.0,2.0,2.0,4.0,0.0049,0.00077474,0.005674739999999999,3.0,0,unknown
2752,3.0,3.0,0.00538594,0.00097474,3.0,1.0,0.006360679999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2753,2.0,2.0,0.17706,0.00057464,2.0,1.0,0.17763464,2.0,1.0,1.0,2.0,0.17706,0.17706,0.17706,2.0,0,unknown
2754,3.0,3.0,0.18534,0.00057474,3.0,1.0,0.18591474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2755,3.0,3.0,0.0198886,0.00217474,3.0,1.0,0.02206334,2.0,1.0,1.0,2.0,0.00197474,0.00197474,0.00197474,2.0,0,unknown
2756,2.0,2.0,0.100107,0.00057461,2.0,1.0,0.10068161,4.0,2.0,2.0,4.0,0.100107,0.00037461,0.10048161,3.0,0,unknown
2757,3.0,3.0,0.12988,0.00057473,3.0,1.0,0.13045473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2758,3.0,3.0,0.303788,0.00077474,3.0,1.0,0.30456274,2.0,1.0,1.0,2.0,0.303788,0.303788,0.303788,2.0,0,unknown
2759,3.0,3.0,0.317678,0.00077432,3.0,1.0,0.31845232,2.0,1.0,1.0,2.0,0.317678,0.317678,0.317678,2.0,0,unknown
2760,2.0,2.0,0.07101,0.00077474,2.0,1.0,0.07178474000000001,2.0,1.0,1.0,2.0,0.07101,0.07101,0.07101,2.0,0,unknown
2761,3.0,3.0,0.073864,0.00217474,3.0,1.0,0.07603874,2.0,1.0,1.0,2.0,0.073864,0.073864,0.073864,2.0,0,unknown
2762,3.0,3.0,0.0831354,0.00032406,3.0,1.0,0.08345946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2763,1.0,1.0,0.070211,0.070211,1.0,1.0,0.070211,3.0,2.0,2.0,3.0,0.070211,0.070053,0.140264,3.0,0,unknown
2764,2.0,2.0,0.0702235,0.00077422,2.0,1.0,0.07099771999999999,4.0,2.0,2.0,4.0,0.0702235,0.00057422,0.07079772,3.0,0,unknown
2765,3.0,3.0,0.129622,0.00057433,3.0,1.0,0.13019632999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2766,3.0,3.0,0.176045,0.00057474,3.0,1.0,0.17661974,2.0,1.0,1.0,2.0,0.176045,0.176045,0.176045,2.0,0,unknown
2767,3.0,3.0,0.0401,0.00217474,3.0,1.0,0.04227474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2768,2.0,2.0,0.02365,0.00057471,2.0,1.0,0.024224710000000003,2.0,1.0,1.0,2.0,0.02365,0.02365,0.02365,2.0,0,unknown
2769,3.0,3.0,0.0385155,0.00037471,3.0,1.0,0.03889021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2770,2.0,2.0,0.0236558,0.00117442,2.0,1.0,0.02483022,4.0,2.0,2.0,4.0,0.0236558,0.00097442,0.02463022,3.0,0,unknown
2771,3.0,3.0,0.0406596,0.00117484,3.0,1.0,0.04183444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2772,3.0,3.0,0.0826099,0.00050928,3.0,1.0,0.08311918,2.0,1.0,1.0,2.0,0.0826099,0.0826099,0.0826099,2.0,0,unknown
2773,3.0,3.0,0.31901,0.00057464,3.0,1.0,0.31958464000000003,4.0,2.0,2.0,4.0,0.31901,0.00037464,0.31938464,3.0,0,unknown
2774,2.0,2.0,0.35475,0.00055928,2.0,1.0,0.35530928,4.0,2.0,2.0,4.0,0.35475,0.00035928,0.35510927999999997,3.0,0,unknown
2775,3.0,3.0,0.42493,0.00057474,3.0,1.0,0.42550473999999994,2.0,1.0,1.0,2.0,0.42493,0.42493,0.42493,2.0,0,unknown
2776,2.0,2.0,0.0049,0.00057493,2.0,1.0,0.005474929999999999,2.0,1.0,1.0,2.0,0.0049,0.0049,0.0049,2.0,0,unknown
2777,3.0,3.0,0.00554134,0.00077493,3.0,1.0,0.00631627,2.0,1.0,1.0,2.0,0.00554134,0.00554134,0.00554134,2.0,0,unknown
2778,2.0,2.0,0.070713,0.00057474,2.0,1.0,0.07128773999999999,4.0,2.0,2.0,4.0,0.070713,0.00037474,0.07108774,3.0,0,unknown
2779,3.0,3.0,0.115763,0.00057474,3.0,1.0,0.11633774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2780,3.0,3.0,0.198576,0.00037432,3.0,1.0,0.19895031999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2781,3.0,3.0,0.0303601,0.00117474,3.0,1.0,0.03153484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2782,3.0,3.0,0.0172765,0.00117474,3.0,1.0,0.01845124,2.0,1.0,1.0,2.0,0.00097474,0.00097474,0.00097474,2.0,0,unknown
2783,3.0,3.0,0.10584,0.00037464,3.0,1.0,0.10621464,9.0,1.0,1.0,2.0,0.10584,0.10584,0.10583999999999999,2.0,0,unknown
2784,2.0,2.0,0.2365,0.00097474,2.0,1.0,0.23747474,2.0,1.0,1.0,2.0,0.2365,0.2365,0.2365,2.0,0,unknown
2785,3.0,3.0,1.09922,0.00077422,3.0,1.0,1.0999942200000001,2.0,1.0,1.0,2.0,0.00057422,0.00057422,0.00057422,2.0,0,unknown
2786,2.0,2.0,0.05,0.00097464,2.0,1.0,0.05097464,2.0,1.0,1.0,2.0,0.05,0.05,0.05,2.0,0,unknown
2787,3.0,3.0,0.0539328,0.00057464,3.0,1.0,0.054507440000000004,2.0,1.0,1.0,2.0,0.0539328,0.0539328,0.0539328,2.0,0,unknown
2788,3.0,3.0,0.11602,0.00077474,3.0,1.0,0.11679474000000001,3.0,1.0,1.0,3.0,0.11602,0.11602,0.11601999999999998,2.0,0,unknown
2789,3.0,3.0,4.15305,0.00097471,3.0,1.0,4.154024710000001,2.0,1.0,1.0,2.0,4.15305,4.15305,4.15305,2.0,0,unknown
2790,3.0,3.0,0.108925,0.00037474,3.0,1.0,0.10929973999999999,2.0,1.0,1.0,2.0,0.00017474,0.00017474,0.00017474,2.0,0,unknown
2791,3.0,3.0,5.3541,0.00057474,3.0,1.0,5.35467474,4.0,2.0,2.0,4.0,5.3541,0.00037474,5.35447474,3.0,0,unknown
2792,3.0,3.0,0.039782,0.00077474,3.0,1.0,0.040556739999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2793,3.0,3.0,0.00345466,0.00217433,3.0,1.0,0.00562899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2794,2.0,2.0,0.055561,0.00077474,2.0,1.0,0.056335739999999995,2.0,1.0,1.0,2.0,0.055561,0.055561,0.055561,2.0,0,unknown
2795,3.0,3.0,0.0560631,0.00057464,3.0,1.0,0.05663773999999999,2.0,1.0,1.0,2.0,0.0560631,0.0560631,0.0560631,2.0,0,unknown
2796,2.0,2.0,1.73589,0.00077461,2.0,1.0,1.73666461,2.0,1.0,1.0,2.0,1.73589,1.73589,1.73589,2.0,0,unknown
2797,3.0,3.0,2.18881,0.00077432,3.0,1.0,2.1895843200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2798,2.0,2.0,0.1928,0.0003718,2.0,1.0,0.1931718,4.0,2.0,2.0,4.0,0.1928,0.0001718,0.1929718,3.0,0,unknown
2799,3.0,3.0,0.195673,0.0007713,3.0,1.0,0.19644430000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2800,3.0,3.0,0.0863571,0.0005728,3.0,1.0,0.0869299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2801,2.0,2.0,0.175,0.00057464,2.0,1.0,0.17557464,2.0,1.0,1.0,2.0,0.175,0.175,0.175,2.0,0,unknown
2802,3.0,3.0,0.200541,0.00037464,3.0,1.0,0.20091564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2803,2.0,2.0,0.071,0.00117474,2.0,1.0,0.07217473999999999,4.0,2.0,2.0,4.0,0.071,0.00097474,0.07197474,3.0,0,unknown
2804,3.0,3.0,0.122824,0.00097474,3.0,1.0,0.12379874000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2805,3.0,3.0,2.32804,0.00094993,3.0,1.0,2.32898993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2806,3.0,3.0,0.0485254,0.00057474,3.0,1.0,0.04910014000000001,2.0,1.0,1.0,2.0,0.0485254,0.0485254,0.0485254,2.0,0,unknown
2807,3.0,3.0,0.0911605,0.00077474,3.0,1.0,0.09193524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2808,3.0,3.0,0.172148,0.00077464,3.0,1.0,0.17292264,4.0,2.0,2.0,4.0,0.172148,0.00057464,0.17272263999999998,3.0,0,unknown
2809,1328.0,1331.0,0.141929,0.141929,1331.0,1.0,0.14192899999999792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2810,2.0,2.0,0.141844,0.00097464,2.0,1.0,0.14281864,2.0,1.0,1.0,2.0,0.141844,0.141844,0.141844,2.0,0,unknown
2811,3.0,3.0,0.145683,0.00077461,3.0,1.0,0.14645761,4.0,1.0,1.0,3.0,0.145683,0.145683,0.145683,2.0,0,unknown
2812,2.0,2.0,2.35,0.00097474,2.0,1.0,2.35097474,4.0,2.0,2.0,4.0,2.35,0.00077474,2.3507747400000003,3.0,0,unknown
2813,3.0,3.0,2.7999,0.00035928,3.0,1.0,2.80025928,2.0,1.0,1.0,2.0,2.7999,2.7999,2.7999,2.0,0,unknown
2814,3.0,3.0,0.00225115,0.00217473,3.0,1.0,0.00442588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2815,3.0,3.0,6.0,0.00097432,3.0,1.0,6.00097432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2816,2.0,2.0,0.00037433,0.00018008,2.0,1.0,0.00055441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2817,3.0,3.0,0.129085,0.00097471,3.0,1.0,0.13005971,2.0,1.0,1.0,2.0,0.129085,0.129085,0.129085,2.0,0,unknown
2818,3.0,3.0,0.113957,0.00156182,3.0,1.0,0.11551882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2819,2.0,2.0,0.105312,0.00117432,2.0,1.0,0.10648632,4.0,2.0,2.0,4.0,0.105312,0.00097432,0.10628632,3.0,0,unknown
2820,3.0,3.0,0.108591,0.00057432,3.0,1.0,0.10916532000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2821,3.0,3.0,0.519427,0.00057474,3.0,1.0,0.5200017399999999,4.0,2.0,2.0,4.0,0.519427,0.00037474,0.51980174,3.0,0,unknown
2822,3.0,3.0,0.202355,0.00137493,3.0,1.0,0.20372993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2823,2.0,2.0,5.0,0.00074993,2.0,1.0,5.00074993,4.0,2.0,2.0,4.0,5.0,0.00054993,5.00054993,3.0,0,unknown
2824,3.0,3.0,6.12096,0.00094953,3.0,1.0,6.12190953,2.0,1.0,1.0,2.0,0.00074953,0.00074953,0.00074953,2.0,0,unknown
2825,2.0,2.0,0.035366,0.00217474,2.0,1.0,0.03754074,2.0,1.0,1.0,2.0,0.035366,0.035366,0.035366,2.0,0,unknown
2826,3.0,3.0,0.0428472,0.00057432,3.0,1.0,0.043421520000000005,2.0,1.0,1.0,2.0,0.0428472,0.0428472,0.0428472,2.0,0,unknown
2827,3.0,3.0,0.109867,0.00077474,3.0,1.0,0.11064174000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2828,2.0,2.0,0.059125,0.00097473,2.0,1.0,0.06009973,4.0,2.0,2.0,4.0,0.059125,0.00077473,0.05989973,3.0,0,unknown
2829,3.0,3.0,0.111278,0.00117433,3.0,1.0,0.11245233000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2830,2.0,2.0,0.9,0.9,2.0,1.0,0.9,3.0,2.0,2.0,3.0,0.9,0.0398,0.9398,3.0,0,unknown
2831,3.0,3.0,1.16587,0.00037463,3.0,1.0,1.16624463,2.0,1.0,1.0,2.0,0.00017463,0.00017463,0.00017463,2.0,0,unknown
2832,3.0,3.0,1.18133,0.00177493,3.0,1.0,1.18310493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2833,3.0,3.0,0.0853335,0.00187433,3.0,1.0,0.08720783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2834,3.0,3.0,0.175997,0.00077422,3.0,1.0,0.17677122,2.0,1.0,1.0,2.0,0.175997,0.175997,0.175997,2.0,0,unknown
2835,3.0,3.0,0.0075,0.00057432,3.0,1.0,0.008074320000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2836,2.0,2.0,2.0,0.00057474,2.0,1.0,2.0005747400000002,4.0,2.0,2.0,4.0,2.0,0.00037474,2.00037474,3.0,0,unknown
2837,3.0,3.0,2.17405,0.00037474,3.0,1.0,2.1744247399999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2838,3.0,3.0,1.0678,0.00097423,3.0,1.0,1.0687742300000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2839,3.0,3.0,2.32594,0.00117493,3.0,1.0,2.3271149300000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2840,2.0,2.0,0.01183,0.00057471,2.0,1.0,0.01240471,4.0,2.0,2.0,4.0,0.01183,0.00037471,0.01220471,3.0,0,unknown
2841,3.0,3.0,0.0119507,0.00097464,3.0,1.0,0.01292534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2842,3.0,3.0,0.0115,0.00097432,3.0,1.0,0.012474319999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2843,2.0,2.0,1.12808,0.00077474,2.0,1.0,1.12885474,2.0,1.0,1.0,2.0,1.12808,1.12808,1.12808,2.0,0,unknown
2844,3.0,3.0,1.1558,0.00057432,3.0,1.0,1.1563743199999998,2.0,1.0,1.0,2.0,1.1558,1.1558,1.1558,2.0,0,unknown
2845,2.0,2.0,0.05,0.00077432,2.0,1.0,0.05077432,4.0,2.0,2.0,4.0,0.05,0.00057432,0.050574320000000006,3.0,0,unknown
2846,3.0,3.0,0.051127,0.00057474,3.0,1.0,0.05170174,2.0,1.0,1.0,2.0,0.051127,0.051127,0.051127,2.0,0,unknown
2847,3.0,3.0,0.264115,0.00077474,3.0,1.0,0.26488974,5.0,1.0,1.0,5.0,0.264115,0.264115,0.264115,2.0,0,unknown
2848,3.0,3.0,1.09922,0.00217473,3.0,1.0,1.1013947300000002,2.0,1.0,1.0,2.0,0.00197473,0.00197473,0.00197473,2.0,0,unknown
2849,3.0,3.0,0.0341176,0.00057464,3.0,1.0,0.03469223999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2850,2.0,2.0,0.09,0.00057493,2.0,1.0,0.09057493,2.0,1.0,1.0,2.0,0.09,0.09,0.09,2.0,0,unknown
2851,3.0,3.0,0.139903,0.00074984,3.0,1.0,0.14065284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2852,2.0,2.0,0.0237,0.00057431,2.0,1.0,0.02427431,4.0,2.0,2.0,4.0,0.0237,0.00037431,0.024074309999999998,3.0,0,unknown
2853,3.0,3.0,0.0383421,0.00137493,3.0,1.0,0.03971703,2.0,1.0,1.0,2.0,0.0383421,0.0383421,0.0383421,2.0,0,unknown
2854,2.0,2.0,0.0212393,0.00077491,2.0,1.0,0.02201421,2.0,1.0,1.0,2.0,0.0212393,0.0212393,0.0212393,2.0,0,unknown
2855,3.0,3.0,0.0222393,0.00187473,3.0,1.0,0.024114029999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2856,3.0,3.0,0.0289106,0.00117464,3.0,1.0,0.03008524,3.0,1.0,1.0,3.0,0.0289106,0.0289106,0.0289106,2.0,0,unknown
2857,2.0,2.0,0.101695,0.00097471,2.0,1.0,0.10266971,2.0,1.0,1.0,2.0,0.101695,0.101695,0.101695,2.0,0,unknown
2858,3.0,3.0,0.127049,0.00117471,3.0,1.0,0.12822371000000002,2.0,1.0,1.0,2.0,0.00097471,0.00097471,0.00097471,2.0,0,unknown
2859,2.0,2.0,1.0,0.00057473,2.0,1.0,1.0005747299999999,4.0,2.0,2.0,4.0,1.0,0.00037473,1.0003747299999999,3.0,0,unknown
2860,3.0,3.0,1.09922,0.00037461,3.0,1.0,1.0995946100000002,2.0,1.0,1.0,2.0,0.00017461,0.00017461,0.00017461,2.0,0,unknown
2861,3.0,3.0,1.0678,0.00077461,3.0,1.0,1.0685746100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2862,3.0,3.0,0.026042,0.00057474,3.0,1.0,0.02661674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2863,3.0,3.0,0.0533961,0.00055918,3.0,1.0,0.05395528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2864,3.0,3.0,0.0711886,0.00057493,3.0,1.0,0.07176353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2865,3.0,3.0,0.0900723,0.00094993,3.0,1.0,0.09102223,2.0,1.0,1.0,2.0,0.0900723,0.0900723,0.0900723,2.0,0,unknown
2866,3.0,3.0,0.0712589,0.00132462,3.0,1.0,0.07258352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2867,3.0,3.0,0.0265104,0.00037432,3.0,1.0,0.02688472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2868,2.0,2.0,0.205,0.00217432,2.0,1.0,0.20717431999999997,2.0,1.0,1.0,2.0,0.205,0.205,0.205,2.0,0,unknown
2869,3.0,3.0,0.21978,0.00217474,3.0,1.0,0.22195473999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2870,3.0,3.0,0.0133846,0.0007745,3.0,1.0,0.0141591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2871,2.0,2.0,0.0319501,0.00037474,2.0,1.0,0.03232484,4.0,2.0,2.0,4.0,0.0319501,0.00017474,0.03212484,3.0,0,unknown
2872,3.0,3.0,0.0519501,0.00057484,3.0,1.0,0.052524940000000006,2.0,1.0,1.0,2.0,0.00037484,0.00037484,0.00037484,2.0,0,unknown
2873,2.0,2.0,0.523,0.523,2.0,1.0,1.5690000000000002,1.0,1.0,1.0,3.0,0.393,0.393,1.179,2.0,0,unknown
2874,2.0,2.0,4.08734,4.08734,2.0,1.0,12.262020000000001,1.0,1.0,1.0,3.0,0.010201,0.010201,0.030602999999999998,2.0,0,unknown
2875,2.0,2.0,0.801971,0.801971,2.0,1.0,0.801971,1.0,1.0,1.0,1.0,0.554053,0.554053,0.554053,2.0,0,unknown
2876,3.0,3.0,0.0897981,0.00037423,3.0,1.0,0.09017233000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2877,2.0,2.0,0.0298,0.00217474,2.0,1.0,0.03197474,2.0,1.0,1.0,2.0,0.00197474,0.00197474,0.00197474,2.0,0,unknown
2878,25.0,25.0,25.0,25.0,25.0,1.0,25.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,2.0,0,unknown
2879,25.0,25.0,25.0,25.0,25.0,1.0,25.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,2.0,0,unknown
2880,1.0,1.0,0.38961,0.38961,1.0,1.0,0.38961,2.0,1.0,1.0,6.0,0.38961,0.38961,1.16883,2.0,0,unknown
2881,2.0,2.0,4.93034,0.0114,2.0,1.0,14.825219999999996,2.0,1.0,1.0,6.0,4.5518,4.5518,13.6554,2.0,0,unknown
2882,2.0,2.0,35.8497,15.5928,2.0,1.0,154.32750000000001,2.0,1.0,1.0,6.0,31.4025,31.4025,94.2075,2.0,0,unknown
2883,2.0,2.0,0.117466,0.00056434,2.0,1.0,0.35409102000000015,2.0,1.0,1.0,6.0,0.0297957,0.0297957,0.08938710000000001,2.0,0,unknown
2884,2.0,2.0,7.12511,4.15186,2.0,1.0,33.83091,2.0,1.0,1.0,3.0,6.83328,6.83328,20.499840000000003,2.0,0,unknown
2885,2.0,2.0,0.849744,0.113319,2.0,1.0,2.8891889999999996,2.0,1.0,1.0,3.0,0.245335,0.245335,0.736005,2.0,0,unknown
2886,2.0,2.0,0.0741983,0.00012183,2.0,1.0,0.22296038999999995,2.0,1.0,1.0,6.0,0.00034161,0.00034161,0.00102483,2.0,0,unknown
2887,2.0,2.0,3.61748,0.983073,2.0,1.0,13.801659000000003,2.0,1.0,1.0,6.0,0.000201,0.000201,0.000603,2.0,0,unknown
2888,2.0,2.0,90.0,0.0002,2.0,1.0,270.00059999999985,2.0,1.0,1.0,6.0,60.0002,60.0002,180.0006,2.0,0,unknown
2889,2.0,2.0,0.0448,0.0389014,2.0,1.0,0.25110419999999994,2.0,1.0,1.0,6.0,0.0248697,0.0248697,0.0746091,2.0,0,unknown
2890,2.0,2.0,1.06,0.00188632,2.0,1.0,4.030242960000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2891,2.0,2.0,1.02943,0.000201,2.0,1.0,3.088892999999999,2.0,1.0,1.0,6.0,0.451926,0.451926,1.355778,2.0,0,unknown
2892,4.0,6.0,2.98411,2.96926,5.0,3.0,8.927579999999999,6.0,6.0,4.0,4.0,2.98411,0.00236227,11.88918466,9.0,0,unknown
2893,3.0,6.0,2.99154,2.96183,5.0,3.0,8.93005,6.0,6.0,3.0,3.0,2.99154,0.00236121,8.93713754,9.0,0,unknown
2894,2.0,4.0,2.99401,2.97916,3.0,2.0,5.97317,4.0,4.0,3.0,3.0,2.99401,0.00236227,5.97789633,6.0,0,unknown
2895,2.0,2.0,0.0480826,0.0480826,2.0,1.0,0.0480826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2896,6.0,10.0,2.98906,2.95936,10.0,5.0,14.86114,8.0,8.0,3.0,3.0,2.98906,0.00236227,14.870589200000001,13.0,0,unknown
2897,2.0,4.0,2.98658,2.97173,3.0,2.0,5.958310000000001,4.0,4.0,3.0,3.0,2.98658,0.00236227,5.96303466,6.0,0,unknown
2898,2.0,2.0,0.140597,0.0768902,2.0,1.0,0.21748720000000002,1.0,1.0,1.0,1.0,0.140597,0.0768902,0.2174872,2.0,0,unknown
2899,2.0,2.0,0.0696682,0.0696682,2.0,1.0,0.0696682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2900,2.0,2.0,0.611575,0.611575,2.0,1.0,0.611575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2901,2.0,2.0,0.334514,0.334514,2.0,1.0,0.334514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2902,2.0,2.0,0.000774,0.000774,2.0,1.0,0.000774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2903,2.0,2.0,0.02,0.02,2.0,1.0,0.02,1.0,1.0,1.0,1.0,0.009887,0.009887,0.009887,2.0,0,unknown
2904,2.0,2.0,0.069887,0.069887,2.0,1.0,0.069887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
2905,2.0,2.0,0.113258,0.113258,2.0,1.0,0.113258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,unknown
